,true_mean,oracle_mean,naive_mean,pi_naive_mean,median_imp_mean,lin_imp_mean,nn_imp_mean,nn_pi_imp_mean,nn_resamp_imp_mean,nn_wmse_imp_mean
149,315.5805902,315.5929529,320.5954335,313.3863088,319.2762005,315.6119382,315.8164617,315.4211192,317.6942849,315.6126642
150,315.5805902,315.3803738,320.7248429,313.235392,319.2077748,315.2405575,315.4766022,314.5281292,314.4722982,314.921229
151,315.5805902,316.2022097,320.5063775,313.42728,319.2458812,316.221876,315.9402498,316.4179075,315.8271252,317.0410667
152,315.5805902,316.1029487,321.1441983,313.9983463,319.6994044,316.0662039,316.0497941,315.5337027,317.0755515,316.4549375
153,315.5805902,315.2765033,320.3973176,312.9376386,318.9962729,315.2162197,315.4505191,314.9945487,314.5066865,315.0601109
154,315.5805902,315.556657,320.0877201,312.696219,318.6367516,315.5438034,315.048787,315.0918004,312.6607719,315.6691667
155,315.5805902,315.7937601,320.3116308,312.9180547,318.9604756,315.7255322,315.3891068,314.8188067,315.4100432,316.3340567
156,315.5805902,314.9633537,319.8598399,312.5801689,318.3648643,314.8509872,314.3551841,315.3424912,316.213995,314.3183701
157,315.5805902,314.5148492,319.2804686,311.7568223,317.8147596,314.4313951,313.9392698,314.7547485,316.5370187,314.5364891
158,274.9993538,275.1761872,281.307715,272.2615913,279.8675497,275.2791884,275.1041367,275.3335615,273.5216409,275.164685
159,274.9993538,274.9194756,282.0332637,272.3384299,280.5296591,274.924431,274.2727528,274.7797606,275.1640616,274.4266087
160,274.9993538,275.2787252,281.6080313,272.2849249,280.1078551,275.1662923,274.9703957,275.4668841,272.9947489,226.8342247
161,274.9993538,275.9777471,282.2139101,273.5529549,280.8269196,275.9447131,275.3707334,275.8332725,275.8732074,276.2759567
162,274.9993538,274.995299,280.8300046,271.9239379,279.3660234,274.9818485,274.9834028,275.5109948,273.3081562,274.1928492
163,274.9993538,274.8666864,281.2090511,272.0896195,279.8867253,274.7884686,274.8071728,274.3220671,271.5324213,275.114701
164,274.9993538,274.5465306,280.5406368,271.4510167,279.1403146,274.4619672,274.6358958,274.1827849,273.9494511,274.432016
165,274.9993538,274.8700683,281.1201699,271.838676,279.6947019,274.9210099,274.4574329,274.7319786,273.6171326,275.2605662
166,274.9993538,274.8239835,280.940964,271.8817564,279.778985,274.7853091,274.5940546,275.0526231,273.6130173,275.0219152
167,274.9993538,276.0926364,281.6771653,272.717716,280.4285802,276.0165609,276.1066311,275.4710423,275.8965026,276.3379469
168,274.9993538,273.6308634,280.1512307,270.9721625,278.87343,273.5770754,273.2976566,273.8940119,273.0723632,273.5763593
169,274.9993538,275.6680952,281.8080232,272.6862516,280.3436841,275.5867024,275.4008967,275.4170687,273.739303,275.4809669
170,274.9993538,274.4054939,280.2915446,271.4792119,278.8733533,274.4376185,274.6544391,275.0945292,273.6624409,274.5619265
171,274.9993538,274.3071388,280.6551723,271.5095686,279.2737852,274.2936483,273.6715173,274.4522889,271.345581,274.3915735
172,274.9993538,274.840351,280.9239697,272.0034929,279.4005764,274.8322171,275.0475779,274.0892944,272.8724061,274.6833055
173,274.9993538,276.3553425,282.408468,273.3983036,281.1660601,276.3299508,276.7614124,276.1104644,274.8993538,276.1388426
174,274.9993538,275.6499637,282.3663417,273.2345326,281.1435763,275.7060672,276.2894651,275.241125,273.7606836,275.9183217
175,274.9993538,275.0154327,281.6991171,272.7402159,280.2947329,275.0675234,274.6532653,275.1566916,274.9903357,275.2928485
176,274.9993538,274.1726203,280.803592,271.7736469,279.5600458,274.0530976,274.2720429,273.7455764,272.0824528,273.7312651
177,274.9993538,275.4269957,281.8156531,272.7329323,280.4422287,275.3927258,275.7211721,274.7906195,274.6072776,275.5886547
178,274.9993538,274.9762644,281.0952668,272.1479189,279.479573,275.0245126,275.0116232,274.8274172,272.5104076,275.5188466
179,274.9993538,274.7899044,281.8073897,272.2699903,280.5192752,274.9260682,274.8131871,275.0945238,274.6269693,274.673092
180,274.9993538,275.4611453,281.6808401,272.2622947,280.1465659,275.3270324,275.27663,274.9607933,274.3166118,276.0992935
181,274.9993538,275.1440864,281.1375749,271.9994527,279.7221315,275.1177465,275.1536884,274.6491261,273.9714781,275.3049372
182,274.9993538,275.174505,281.685075,272.6606017,280.2482586,275.1414944,275.2989716,275.274613,273.7324993,275.1289658
183,274.9993538,274.7200632,281.495678,272.4025213,280.1776321,274.7591707,275.3754333,274.9000266,275.6122115,274.5732951
184,274.9993538,274.7116293,281.3644251,272.0222692,280.022712,274.7069304,274.7904386,274.4399926,274.5761332,274.6729786
185,274.9993538,275.3313591,281.434939,272.1211579,280.1688009,275.3575961,275.9479113,275.0154309,273.3530361,275.2048612
186,274.9993538,273.9763298,279.7447046,270.736391,278.3167418,273.8224892,274.0145375,274.2903467,274.0202755,274.1468772
187,274.9993538,275.7650365,281.6464894,272.4589854,280.2323977,275.7795991,275.9493552,275.8928412,272.899249,275.0843669
188,274.9993538,275.7074637,281.6994458,272.6318612,280.3731779,275.7146248,276.2115145,276.1246527,271.6282812,275.519176
189,274.9993538,275.7179092,281.9059209,273.0278563,280.4336317,275.5722781,275.9952865,276.3083562,274.2452206,275.8265292
190,274.9993538,274.5378686,280.5165284,271.4362871,279.293469,274.6845446,274.9594849,273.8839111,272.381454,274.3384047
191,274.9993538,274.4638277,280.6558024,271.5279318,279.2689573,274.4946851,274.0912894,273.5827147,273.1527347,274.4494478
192,274.9993538,275.6498607,281.5875493,272.6356575,280.2507237,275.6507773,275.7572766,276.233026,271.8699731,227.1005197
193,274.9993538,274.1575875,280.4276882,271.3869817,278.9734838,274.0381545,273.4857384,274.074044,270.7678156,274.1898504
194,274.9993538,275.0145843,281.3353039,272.2067425,279.9949969,274.9263102,275.1849794,275.1110088,275.1368099,274.7985644
195,274.9993538,274.8456491,281.1275109,272.0250734,279.7052778,274.6934476,274.1565858,275.0212919,272.3853881,275.1682986
196,274.9993538,274.6435009,280.1383054,271.2434906,278.9321549,274.5332911,274.399908,273.6044057,273.2284299,274.5807909
197,274.9993538,274.5730535,280.8708526,271.6183393,279.5845567,274.6265422,274.1092724,274.6370352,273.2110171,274.3505677
198,274.9993538,275.1502042,281.3390941,272.1334639,279.9022433,275.0588399,275.100849,274.5637714,273.9368799,275.1148545
199,274.9993538,275.5875051,281.6212662,272.6361922,280.2419057,275.5093121,274.8341393,274.8712014,274.4843084,275.7544962
200,274.9993538,273.9110946,281.0372988,271.6799888,279.5861372,273.9724545,273.8641875,273.6667268,270.7229511,274.3589439
201,274.9993538,274.449971,280.5324413,271.2803726,279.1360534,274.5354425,274.6189864,274.3434761,274.3185633,274.7169752
202,274.9993538,274.7088507,281.1214624,272.1347265,279.727684,274.7993741,274.430685,275.0031512,273.7233111,274.7126423
203,274.9993538,274.0940012,280.3814129,271.492454,278.9512371,274.1303471,273.8161408,273.8678886,273.2673345,273.781228
204,274.9993538,274.617452,280.9491316,271.5793399,279.3415208,274.7102978,275.0692038,274.1531093,272.3607555,274.3292064
205,274.9993538,276.3509317,282.2221162,273.0773485,280.9271567,276.3592382,276.3296727,276.3709904,273.3649446,276.9523428
206,274.9993538,274.5950835,280.7155263,271.7081214,279.4139099,274.4849002,274.5757939,274.298703,274.8537418,274.7894891
207,274.9993538,276.0315137,281.8285584,272.8059729,280.5239426,275.9949602,276.3050212,276.3390972,274.0130028,275.6414083
208,274.9993538,275.3741982,281.9989293,272.7486879,280.6755827,275.4793273,275.2919166,275.3240849,277.1453177,275.7748893
209,274.9993538,274.9125514,280.2558148,271.3057789,278.9485176,274.7765185,274.3301559,274.3878388,274.1122174,274.2065968
210,274.9993538,274.4548748,281.160582,272.2498759,279.8617331,274.6534747,274.4167562,274.1565835,274.0875733,274.9341462
211,274.9993538,274.9654449,280.8349418,271.8349443,279.4901301,274.9931035,275.2425018,275.2240393,273.829355,275.0702768
212,274.9993538,275.2399485,281.9847472,272.4061889,280.4765566,275.2730179,274.9042316,274.8925812,274.9770229,275.3380146
213,296.0141914,294.8850465,299.5810213,292.0613641,298.2070321,294.8028948,295.101989,295.1281842,293.8459327,294.3324339
214,296.0141914,296.3770928,300.9720138,293.2488984,299.4470349,296.350594,295.7601386,296.7059312,295.0394037,297.0306174
215,296.0141914,294.4563122,299.2949203,291.6831712,297.930047,294.4151364,294.3923065,294.5010397,292.952807,294.7738015
216,296.0141914,296.1239453,301.1840395,293.2873093,299.8000726,296.0675257,296.452609,295.8868742,293.7205807,295.9104243
217,296.0141914,296.0040377,300.8678174,293.3365167,299.3341161,296.1419501,296.0260545,296.3492362,294.5599786,295.9017179
218,296.0141914,296.6499632,301.4957431,293.8173117,299.9577068,296.5640077,296.3615881,296.2680523,294.1438172,296.8993088
219,296.0141914,295.0425085,299.5806535,291.7675419,298.0373266,295.0511632,294.4093474,294.7013487,295.583172,295.2022321
220,296.0141914,295.9936382,300.9161716,293.4082468,299.6111238,296.0140621,296.1826833,296.0037343,295.2684791,296.2235681
221,296.0141914,295.4325112,300.4651764,292.6931844,299.0351753,295.3476689,294.9556664,295.5701659,294.7416311,295.62985
222,296.0141914,296.6604545,301.7086946,294.1453628,300.3860323,296.557921,296.4205759,297.0220682,295.096297,296.063027
223,296.0141914,295.5592222,300.4594994,292.6852778,299.0500911,295.5034395,295.9211986,295.7881547,293.8410477,295.0123034
224,296.0141914,295.5489244,300.7480241,292.9958584,299.312713,295.5632607,295.0592003,295.7935549,293.5417559,295.009082
225,296.0141914,296.7949803,301.252751,293.5649815,299.7624936,296.8451408,296.2908961,296.7814057,294.9006688,297.2913886
226,296.0141914,295.7909023,301.2216824,293.2797318,299.759183,295.7403055,295.6312942,295.6258166,294.3067966,296.2566914
227,296.0141914,295.2008971,300.0151115,292.2379651,298.5073913,295.2038631,295.0754019,295.1560653,293.2668655,295.2331679
228,296.0141914,295.8179574,300.9013336,293.1342306,299.4195221,295.7427634,295.930337,295.5974744,292.8936775,295.6185008
229,296.0141914,295.0568249,299.6355525,292.0807522,298.2059217,294.8932448,295.1953265,294.7171289,292.5134248,295.3730598
230,296.0141914,296.0036949,300.8821714,293.1440698,299.5122477,295.9665036,296.0179683,296.0552881,294.4720647,296.2439893
231,296.0141914,295.2830493,300.3748049,292.9524374,298.9854391,295.2058941,294.6828621,294.9891795,294.8434111,295.1421144
232,296.0141914,295.4227163,301.5335458,293.5341029,300.1891589,295.5811427,295.4989045,295.4501998,296.5243885,295.5049032
233,296.0141914,293.4182429,298.476125,290.878534,297.1551602,293.3831665,293.5953246,293.3259903,241.7843853,293.2174445
234,296.0141914,296.4987425,301.6772095,293.654788,300.3288287,296.4601437,295.7981777,296.1691127,294.6480673,296.3231498
235,296.0141914,295.9431066,300.5262909,292.7995294,299.0838335,295.8961873,296.6804541,296.1841788,295.1125812,295.9403249
236,296.0141914,295.701122,301.548332,293.7147581,300.0872583,295.8248351,296.2407667,295.7469289,296.4083689,295.9357225
237,296.0141914,296.8673979,301.8891987,294.0523248,300.5271353,296.8318225,296.4512212,296.5063526,296.2419394,296.8164065
238,296.0141914,295.7934274,301.1138117,293.3614999,299.7682255,295.89141,295.5664142,295.9600941,295.5077502,296.1350402
239,296.0141914,295.4674816,300.6991604,292.9437555,299.2866067,295.4953499,294.9315075,295.7785289,292.964721,295.6511371
240,296.0141914,294.989898,299.6295864,291.8859571,298.2520955,294.97871,295.5879629,294.7503325,292.4592282,294.6657365
241,296.0141914,295.3180511,299.64259,291.8888613,298.1797047,295.3373929,294.4799181,294.6494572,293.4628271,295.5808279
242,296.0141914,296.9060635,302.3600681,294.5157677,300.9502329,296.8602658,296.4245542,296.5337713,296.2999558,296.3012752
243,296.0141914,295.7606879,301.2396728,293.2618267,299.8080257,295.7526754,296.0911922,295.1782958,295.4405064,295.6925436
244,296.0141914,295.4735385,300.6312075,292.8477693,299.0177372,295.4960128,295.4459033,295.3545782,295.8532732,295.9341575
245,296.0141914,296.0835221,301.6352709,293.7985057,300.0305248,296.1470061,295.6194837,296.0196529,296.3085836,295.6991696
246,296.0141914,296.592587,302.1419092,294.2188006,300.8200794,296.7991155,296.9944232,295.485783,297.3678949,297.0462436
247,296.0141914,296.4421974,301.7676072,294.0139593,300.3202903,296.639628,296.2811506,296.7813145,294.9270343,296.9982535
248,296.0141914,295.9760413,300.8264139,293.3058797,299.279772,295.9037369,295.2295363,295.9599738,296.0823488,295.6629768
249,296.0141914,295.6944448,300.0144863,292.3888453,298.5269026,295.7434867,296.2361224,295.6775799,294.6633663,295.7236329
250,296.0141914,295.5470804,300.7988212,292.9651517,299.4143333,295.5361532,295.6809095,295.6632696,293.0752914,295.3878604
251,296.0141914,297.0236377,301.4989307,293.7958982,299.9560087,296.9843197,297.0245397,297.2300427,296.36601,297.2498853
252,296.0141914,295.634646,301.102986,293.3788572,299.7117262,295.639296,295.6008117,295.5756688,296.7877647,295.462375
253,296.0141914,296.403061,301.3390571,293.6213498,300.0634428,296.2110688,296.4244038,295.9299139,296.663059,296.2783676
254,296.0141914,295.5558938,300.2774605,292.4587909,298.898958,295.5540538,295.7717042,295.2377963,293.8621109,295.7736804
255,296.0141914,294.7703217,299.7495988,291.8730644,298.4064966,294.7898049,294.8344859,294.6205396,295.1362802,295.2624741
256,296.0141914,296.1296645,301.1931033,293.4966758,299.7111303,296.2687164,296.056379,295.8875734,296.1577913,295.8342072
257,296.0141914,294.9359108,299.6666287,292.0883954,298.146501,295.177639,295.1094767,295.0096915,294.5432406,294.7307422
258,296.0141914,296.6344523,301.6307782,293.9220465,300.2865383,296.7146468,297.0756419,296.1895476,296.9388894,296.8203632
259,296.0141914,296.5936198,301.414668,293.7325391,299.8656803,296.4337562,296.1396557,296.5585467,294.2257304,296.8979546
260,296.0141914,294.7374849,299.3133185,291.6334144,297.9721462,294.7498511,294.9263046,295.2563796,293.833847,294.6550463
261,296.0141914,296.9491338,301.9301773,294.0956098,300.5900626,296.9450919,297.0544542,297.0792659,295.3316783,297.2705068
262,296.0141914,295.9387591,300.8648719,293.1440007,299.5635332,295.9369346,295.5700794,295.8627787,296.0472779,295.9237296
263,296.0141914,295.0331601,300.2303486,292.4662806,298.830711,295.1297139,294.9130006,294.7774148,293.2129155,295.4459298
264,296.0141914,297.0843023,301.8348588,294.374576,300.4637269,297.0489468,296.9586658,297.1369373,293.9642337,296.7778865
265,296.0141914,295.4451022,300.5897399,292.6125349,298.968832,295.5507082,294.9836338,295.6574911,294.1810652,295.2778153
266,296.0141914,294.9712493,300.0096192,292.2450506,298.6307729,294.951036,295.366658,294.8734359,293.8459258,295.6720746
267,296.0141914,296.3383093,301.5377306,293.6020466,300.0349344,296.3148836,295.6804279,296.6038276,295.8651668,296.5493449
268,296.0141914,296.0886777,300.8829889,292.9748564,299.5099036,296.122098,296.2686065,296.6782222,294.4578807,296.2620106
269,296.0141914,295.5561686,300.615391,293.0284736,299.3717104,295.6052398,296.060347,296.0107305,295.4538428,294.9440103
270,296.0141914,296.5254241,301.1212259,293.6364452,299.7428272,296.471908,297.0639543,296.4078072,294.3607043,296.9295407
271,296.0141914,296.9577627,301.7339619,294.0340676,300.305303,296.9004538,295.9788807,296.6922369,296.1131831,296.8811137
272,296.0141914,296.7203077,301.3638801,293.4333649,299.9501159,296.7496614,296.4000053,296.9797597,296.0791512,296.7854515
273,296.0141914,297.3017146,302.5089355,294.8091489,301.0292635,297.225468,297.7281651,297.5977415,294.3170909,297.0054407
274,296.0141914,295.9409096,301.253034,293.3061972,299.7482348,295.9465691,296.2771855,295.7356404,295.549978,296.219204
275,296.0141914,296.610423,301.0319838,293.6185489,299.811188,296.7944349,296.1007008,295.9949166,294.4530327,296.9946424
276,296.0141914,296.3103085,301.4765121,293.6531351,300.0375029,296.2634304,296.0560971,296.2007843,294.5525137,295.8203231
277,296.0141914,296.4089796,300.9200167,293.0478106,299.4728058,296.4077904,296.4061009,296.3990462,294.5398503,296.3140882
278,296.0141914,297.0171827,302.3132573,294.6068297,300.9249373,297.0296309,297.0474747,297.39898,295.8959145,296.8764478
279,263.9337526,264.0489521,268.6718219,261.2852352,267.3317617,264.0258977,263.7697647,264.1036408,262.7464877,264.2271131
280,263.9337526,263.5058654,267.9932892,260.7693598,266.522249,263.5093855,263.3467875,263.2894719,261.4160769,263.0394968
281,263.9337526,263.0693183,267.0390916,259.8144555,265.6248785,263.0715671,262.4205312,262.9507733,260.8454956,263.3215951
282,263.9337526,263.4651561,268.1863721,260.6793661,266.6109658,263.5166617,262.8427975,263.3085012,263.3471669,263.0619089
283,263.9337526,263.8221923,267.7720155,260.4836871,266.4536304,263.7184064,263.6983426,263.5876314,262.959046,264.1826665
284,263.9337526,264.1318264,268.644273,261.309624,267.2166883,264.1744711,264.0424337,264.6795976,262.5241793,263.6384389
285,263.9337526,264.0122418,268.4318647,261.1756867,267.0050883,263.9665887,263.8284626,263.9567549,263.829791,264.0565904
286,263.9337526,263.9907171,268.2850922,261.059322,266.9809622,263.8674046,264.0742259,263.8564907,263.6744288,263.2380774
287,263.9337526,264.82585,268.8995842,261.979247,267.5824169,264.7329161,264.1403336,265.0859578,263.3381873,264.9452683
288,263.9337526,263.8496286,268.2027902,261.0854573,266.7482086,263.7887333,263.3554125,263.149711,262.1526394,264.0404044
289,296.0141914,294.8850465,299.5810213,292.0613641,298.2070321,294.8028948,294.5379351,293.9240023,293.9751549,295.2849877
290,296.0141914,296.3770928,300.9720138,293.2488984,299.4470349,296.350594,295.8281874,296.1969024,295.3357674,296.1188723
291,296.0141914,294.4563122,299.2949203,291.6831712,297.930047,294.4151364,293.937835,294.3251651,294.1768728,294.4143287
292,296.0141914,296.1239453,301.1840395,293.2873093,299.8000726,296.0675257,296.388597,296.0444651,293.938771,296.6966756
293,296.0141914,296.0040377,300.8678174,293.3365167,299.3341161,296.1419501,296.5024626,295.4164177,293.9790336,296.3710553
294,296.0141914,296.6499632,301.4957431,293.8173117,299.9577068,296.5640077,296.6154394,296.6187679,294.8383496,296.4813483
295,296.0141914,295.0425085,299.5806535,291.7675419,298.0373266,295.0511632,294.9367136,294.515156,296.1444968,295.8371626
296,296.0141914,295.9936382,300.9161716,293.4082468,299.6111238,296.0140621,295.6475936,296.4758902,295.3508736,295.3902718
297,296.0141914,295.4325112,300.4651764,292.6931844,299.0351753,295.3476689,295.6251976,295.1080163,294.3657386,295.2408689
298,296.0141914,296.6604545,301.7086946,294.1453628,300.3860323,296.557921,296.3958423,296.8381741,294.9641471,296.348151
